iter	Passed	Remaining
782	18255	5059
783	18276	5035
784	18300	5012
785	18322	4988
786	18344	4964
787	18367	4941
788	18391	4918
789	18414	4894
790	18435	4871
791	18461	4848
792	18486	4825
793	18505	4801
794	18526	4777
795	18549	4753
796	18571	4730
797	18595	4707
798	18620	4684
799	18643	4660
800	18668	4637
801	18691	4614
802	18712	4590
803	18732	4566
804	18756	4543
805	18777	4519
806	18798	4495
807	18819	4472
808	18840	4448
809	18863	4424
810	18885	4401
811	18904	4376
812	18926	4353
813	18949	4329
814	18971	4306
815	18991	4282
816	19013	4258
817	19036	4235
818	19057	4211
819	19081	4188
820	19102	4164
821	19125	4141
822	19148	4118
823	19173	4095
824	19198	4072
825	19225	4049
826	19247	4026
827	19269	4002
828	19290	3979
829	19317	3956
830	19338	3932
831	19362	3909
832	19384	3886
833	19407	3862
834	19428	3839
835	19448	3815
836	19468	3791
837	19493	3768
838	19518	3745
839	19543	3722
840	19566	3699
841	19590	3676
842	19611	3652
843	19634	3629
844	19655	3605
845	19676	3581
846	19696	3557
847	19719	3534
848	19742	3511
849	19769	3488
850	19792	3465
851	19814	3442
852	19835	3418
853	19856	3394
854	19880	3371
855	19900	3347
856	19922	3324
857	19943	3300
858	19966	3277
859	19987	3253
860	20008	3230
861	20030	3206
862	20051	3183
863	20072	3159
864	20095	3136
865	20117	3112
866	20139	3089
867	20162	3066
868	20183	3042
869	20205	3019
870	20227	2995
871	20252	2972
872	20275	2949
873	20298	2926
874	20319	2902
875	20341	2879
876	20364	2856
877	20385	2832
878	20408	2809
879	20429	2785
880	20452	2762
881	20473	2739
882	20494	2715
883	20516	2692
884	20537	2668
885	20559	2645
886	20580	2621
887	20601	2598
888	20622	2574
889	20644	2551
890	20665	2528
891	20688	2504
892	20708	2481
893	20729	2457
894	20751	2434
895	20775	2411
896	20798	2388
897	20819	2364
898	20840	2341
899	20862	2318
900	20883	2294
901	20905	2271
902	20929	2248
903	20951	2224
904	20974	2201
905	20997	2178
906	21022	2155
907	21046	2132
908	21070	2109
909	21094	2086
910	21116	2063
911	21140	2039
912	21167	2017
913	21190	1993
914	21211	1970
915	21232	1947
916	21254	1923
917	21280	1900
918	21302	1877
919	21325	1854
920	21346	1830
921	21367	1807
922	21389	1784
923	21408	1760
924	21431	1737
925	21455	1714
926	21479	1691
927	21501	1668
928	21525	1645
929	21553	1622
930	21577	1599
931	21599	1575
932	21620	1552
933	21643	1529
934	21668	1506
935	21688	1482
936	21709	1459
937	21731	1436
938	21752	1413
939	21775	1389
940	21796	1366
941	21814	1343
942	21834	1319
943	21852	1296
944	21872	1272
945	21894	1249
946	21916	1226
947	21937	1203
948	21961	1180
949	21984	1157
950	22007	1133
951	22028	1110
952	22052	1087
953	22075	1064
954	22100	1041
955	22127	1018
956	22152	995
957	22173	972
958	22195	948
959	22215	925
960	22238	902
961	22260	879
962	22281	856
963	22302	832
964	22329	809
965	22354	786
966	22377	763
967	22398	740
968	22418	717
969	22439	694
970	22460	670
971	22481	647
972	22502	624
973	22524	601
974	22546	578
975	22567	554
976	22588	531
977	22609	508
978	22630	485
979	22654	462
980	22677	439
981	22700	416
982	22726	393
983	22751	369
984	22774	346
985	22797	323
986	22822	300
987	22845	277
988	22868	254
989	22892	231
990	22917	208
991	22941	185
992	22968	161
993	22995	138
994	23031	115
995	23061	92
996	23088	69
997	23112	46
998	23138	23
999	23162	0
