iter	Logloss
247	0.1241421527
248	0.1240890474
249	0.1240568945
250	0.1240395746
251	0.1238936126
252	0.1238523776
253	0.1238221614
254	0.1237138689
255	0.1236510297
256	0.1236319536
257	0.1236096947
258	0.1235177064
259	0.1234048718
260	0.1233796203
261	0.1232447412
262	0.1231514216
263	0.1230823004
264	0.1230256906
265	0.1229615496
266	0.1228906631
267	0.1228545647
268	0.1227872126
269	0.1227762369
270	0.1227630469
271	0.1226524128
272	0.1225759241
273	0.1224982223
274	0.122468976
275	0.1224159323
276	0.1223119051
277	0.1222685731
278	0.1222025462
279	0.1221472988
280	0.1221344307
281	0.1220472613
282	0.1220349785
283	0.1218879969
284	0.121779001
285	0.1216713546
286	0.1216364918
287	0.1215452835
288	0.1215326055
289	0.121490941
290	0.1214340094
291	0.1214183571
292	0.1213406881
293	0.1213101834
294	0.1212958206
295	0.1212698939
296	0.1212345474
297	0.1212176098
298	0.121095759
299	0.121052359
300	0.121017205
301	0.1209785746
302	0.1208522991
303	0.1208071469
304	0.1207434878
305	0.1207263411
306	0.1207120859
307	0.1207046754
308	0.1206487366
309	0.1206122124
310	0.12058699
311	0.1205632922
312	0.1205542849
313	0.1205355958
314	0.1204885444
315	0.1204403954
316	0.1204098435
317	0.1203413956
318	0.1202801131
319	0.1202082318
320	0.1201704609
321	0.120141518
322	0.1200819817
323	0.1200356713
324	0.1200175726
325	0.1199993649
326	0.1199712251
327	0.1199588182
328	0.1199462405
329	0.1199273557
330	0.1198831232
331	0.1198684817
332	0.1198613656
333	0.1198239095
334	0.1198025286
335	0.1197489114
336	0.1197328348
337	0.1197188826
338	0.11966082
339	0.1196120037
340	0.1195942778
341	0.1195553238
342	0.1194770683
343	0.1194578066
344	0.1194407119
345	0.1193696692
346	0.1193466916
347	0.1192864688
348	0.1192255728
349	0.1191676324
350	0.1191240188
351	0.119034551
352	0.1189763841
353	0.1189112209
354	0.118867875
355	0.1188039849
356	0.1187579844
357	0.1187155848
358	0.1187025934
359	0.1186553015
360	0.1186434493
361	0.1186262988
362	0.1185943384
363	0.1185576761
364	0.118505146
365	0.118444096
366	0.1183637615
367	0.1183214875
368	0.118280295
369	0.118232082
370	0.1182247302
371	0.1181992674
372	0.1181855338
373	0.1181342432
374	0.1180978647
375	0.118078404
376	0.1180648037
377	0.1180209917
378	0.118010371
379	0.1179687223
380	0.1179123142
381	0.1179034295
382	0.1178865374
383	0.1178247583
384	0.1177641374
385	0.1177568302
386	0.1177466026
387	0.1177432818
388	0.1176794936
389	0.1176434656
390	0.1176322413
391	0.1176166907
392	0.1176050996
393	0.1175495717
394	0.117519334
395	0.1174979497
396	0.1174296133
397	0.1173726418
398	0.117339199
399	0.1173023603
400	0.1172801095
401	0.1172520377
402	0.1171866153
403	0.1171387666
404	0.1171150631
405	0.1170833306
406	0.1170658347
407	0.1170516569
408	0.1170183347
409	0.1169805773
410	0.1169296637
411	0.1169057759
412	0.1168528102
413	0.116838256
414	0.1168308998
415	0.1168238204
416	0.1168159079
417	0.1167706888
418	0.1167144378
419	0.1166264214
420	0.1165639506
421	0.1165534317
422	0.1165471849
423	0.1165165221
424	0.1165017897
425	0.1164351892
426	0.1164298961
427	0.1164221182
428	0.11641081
429	0.1163518214
430	0.1163060971
431	0.1162183741
432	0.116207615
433	0.1161928891
434	0.1161739469
435	0.1160998863
436	0.1160154716
437	0.1160087031
438	0.1160058441
439	0.115972244
440	0.1159583603
441	0.1159455707
442	0.1159347891
443	0.1159195513
444	0.1159161307
445	0.1159049465
446	0.1158897935
447	0.115869662
448	0.1158239529
449	0.1157894306
450	0.115749084
451	0.1157307164
452	0.1157248474
453	0.1157064761
454	0.1156730125
455	0.1156095396
456	0.1155904709
457	0.1155437966
458	0.1155352761
459	0.1155281444
460	0.115518388
461	0.1154674078
462	0.1154117431
463	0.1153708647
464	0.1153602875
465	0.1153535562
466	0.1153124564
467	0.1153018509
468	0.1152860125
469	0.1152761903
470	0.1152681346
471	0.1152609051
472	0.1152539547
473	0.1152472118
474	0.1152168789
475	0.1151831559
476	0.1151371844
477	0.1151319459
478	0.1150727726
479	0.1150317102
480	0.1149951689
481	0.1149640498
482	0.1149591976
483	0.1149161617
484	0.1149009262
485	0.1148804991
486	0.1148666727
487	0.1148385617
488	0.1147959216
489	0.1147788347
490	0.1147706329
491	0.1147438583
492	0.1147327425
493	0.1146946801
494	0.1146908623
495	0.1146642791
496	0.1146583615
497	0.1146540124
498	0.1146412968
499	0.1146375586
500	0.114630349
501	0.1146006355
502	0.1145817224
503	0.1145684393
504	0.1145436166
505	0.1144974048
506	0.1144757093
507	0.1144660354
508	0.1144109822
509	0.1144057559
510	0.114393265
511	0.1143836734
512	0.1143746166
513	0.1143419546
514	0.1143337288
515	0.1143291611
516	0.1142962852
517	0.1142649502
518	0.1142593467
519	0.1142519324
520	0.1142387492
521	0.1142306028
522	0.114204906
523	0.1141906862
524	0.1141499117
525	0.1141319368
526	0.1141207967
527	0.114086225
528	0.1140565404
529	0.1140303024
530	0.1140222798
531	0.1140051872
532	0.1139708913
533	0.1139610306
534	0.1139468774
535	0.1139185858
536	0.1139168377
537	0.1138901986
538	0.1138744549
539	0.1138476165
540	0.1138385085
541	0.113822683
542	0.1138080625
543	0.1137511437
544	0.1137259959
545	0.1136948284
546	0.1136877621
547	0.1136818566
548	0.1136697483
549	0.1136624835
550	0.1136526321
551	0.1136495627
552	0.1136266472
553	0.113597731
554	0.113584955
555	0.1135754213
556	0.1135592476
557	0.113533605
558	0.113490601
559	0.1134832707
560	0.1134796158
561	0.1134730195
562	0.1134665987
563	0.1134365596
564	0.1133929377
565	0.1133917615
566	0.1133848694
567	0.1133760497
568	0.1133418551
569	0.1133080631
570	0.1132833752
571	0.1132738586
572	0.1132487928
573	0.1132101858
574	0.1131823081
575	0.1131455074
576	0.1131328774
577	0.1130845296
578	0.1130620263
579	0.1130538476
580	0.1130097265
581	0.1130002384
582	0.1129826187
583	0.1129582081
584	0.1129455863
585	0.1129347386
586	0.1129110553
587	0.1128951863
588	0.1128791929
589	0.1128722256
590	0.1128527028
591	0.1128478659
592	0.1128432827
593	0.1128242055
594	0.1128174056
595	0.1128068197
596	0.112801012
597	0.1127939238
598	0.1127914593
599	0.112784961
600	0.1127714341
601	0.1127545519
602	0.1127515979
603	0.1127478908
604	0.1127311412
605	0.1126910683
606	0.1126836406
607	0.112665293
608	0.1126598514
609	0.1126473819
610	0.11263476
611	0.1126195961
612	0.1126142238
613	0.1126028234
614	0.112597506
615	0.1125911856
616	0.1125779366
617	0.1125592462
618	0.112557334
619	0.1125501925
620	0.1125419125
621	0.1125399355
622	0.1125214356
623	0.1125153349
624	0.1125070802
625	0.1125002789
626	0.112492091
627	0.1124838202
628	0.1124807338
629	0.1124623156
630	0.1124248614
631	0.112408497
632	0.112408497
633	0.1124084681
634	0.1124084755
635	0.1124084727
636	0.1124084504
637	0.1124084661
638	0.1124004376
639	0.112400438
640	0.1123914635
641	0.1123849805
642	0.1123803099
643	0.1123712723
644	0.1123496157
645	0.112325348
646	0.1123187834
647	0.1122971829
648	0.1122784533
649	0.1122288117
650	0.1122197312
651	0.1121841412
652	0.112176142
653	0.1121555383
654	0.112149551
655	0.112137337
656	0.1121315453
657	0.1121081582
658	0.1120950936
659	0.1120901148
660	0.1120864748
661	0.1120804268
662	0.1120652735
663	0.1120599356
664	0.1120299105
665	0.1120077736
666	0.1119850263
667	0.111976111
668	0.1119429904
669	0.1119393854
670	0.1119351401
671	0.1119218792
672	0.1119111866
673	0.1118874972
674	0.1118645372
675	0.1118339068
676	0.1118053091
677	0.1117980629
678	0.1117980774
679	0.1117980316
680	0.1117980287
681	0.111796604
682	0.1117965739
683	0.1117965438
684	0.111796486
685	0.1117964361
686	0.1117964266
687	0.111796385
688	0.111792604
689	0.1117793434
690	0.1117791405
691	0.1117787665
692	0.1117646822
693	0.1117606339
694	0.1117606149
695	0.1117605794
696	0.1117605819
697	0.1117605613
698	0.1117605337
699	0.1117604483
700	0.1117604293
701	0.1117604001
702	0.1117603935
703	0.1117603741
704	0.1117571639
705	0.1117445071
706	0.1117444873
707	0.1117227378
708	0.1117192546
709	0.1116979017
710	0.1116978278
711	0.1116933614
712	0.1116924467
713	0.1116924137
714	0.1116865987
715	0.1116742748
716	0.111671673
717	0.1116459682
718	0.1116349233
719	0.1115992035
720	0.111588444
721	0.1115813175
722	0.1115765313
723	0.1115719513
724	0.1115669841
725	0.1115629865
726	0.1115489412
727	0.1115415986
728	0.1114937127
729	0.1114911741
730	0.111484757
731	0.1114778335
732	0.1114724379
733	0.1114598563
734	0.1114023897
735	0.1113740958
736	0.1113680796
737	0.1113438233
738	0.1113315204
739	0.1113221017
740	0.1113188462
741	0.1112947519
742	0.1112856688
743	0.1112794324
744	0.1112473634
745	0.1112266162
746	0.1112132391
747	0.1111978296
748	0.1111804896
749	0.1111804541
750	0.1111766463
751	0.1111670211
752	0.111141841
753	0.1111318262
754	0.1111297272
755	0.1111283653
756	0.1110688539
757	0.1110632213
758	0.1110605857
759	0.1110588835
760	0.1110447819
761	0.1110244974
762	0.111018512
763	0.111011855
764	0.1110059588
765	0.1109752932
766	0.1109743635
767	0.1109669175
768	0.1109637751
769	0.1109559713
770	0.1109500854
771	0.1109455776
772	0.1109423101
773	0.1109376142
774	0.1109218382
775	0.110921863
776	0.1108925045
777	0.1108925198
778	0.1108888249
779	0.1108829156
780	0.1108790645
781	0.1108754762
782	0.1108653632
783	0.1108613984
784	0.1108224026
785	0.1108103322
786	0.1108064283
787	0.1108031529
788	0.1107555765
789	0.1107400119
790	0.1107124277
791	0.1106999539
792	0.1106716176
793	0.1106705271
794	0.1106377334
795	0.1106287849
796	0.1106193191
797	0.1105866449
798	0.1105735304
799	0.1105565158
800	0.1105487171
801	0.1105260137
802	0.1105210774
803	0.1105177526
804	0.1105024463
805	0.1104931074
806	0.1104887189
807	0.1104851932
808	0.1104755728
809	0.1104565168
810	0.1104425971
811	0.1104365347
812	0.1104254525
813	0.1103884681
814	0.1103841748
815	0.1103804741
816	0.1103557995
817	0.1103492925
818	0.1103172463
819	0.1102941115
820	0.110290382
821	0.1102811644
822	0.1102772687
823	0.1102681796
824	0.1102584077
825	0.1102444613
826	0.1102409854
827	0.1102356706
828	0.1102324551
829	0.1101941415
830	0.1101883665
831	0.1101836182
832	0.1101788468
833	0.1101632852
834	0.1101588673
835	0.1101588269
836	0.1101527881
837	0.1101265062
838	0.1101240269
839	0.1101103199
840	0.110100539
841	0.1100853351
842	0.1100818052
843	0.1100584842
844	0.1100569993
845	0.1100428304
846	0.1100365134
847	0.1100121697
848	0.1100079341
849	0.110003392
850	0.1100017228
851	0.1099939876
852	0.1099747186
853	0.1099647461
854	0.1099458976
855	0.1099409233
856	0.1099363251
857	0.1099336605
858	0.1099124699
859	0.1099100732
860	0.1098954311
861	0.1098824107
862	0.1098766441
863	0.1098691947
864	0.1098571349
865	0.1098543079
866	0.1098300537
867	0.1098273262
868	0.1098126064
869	0.1097743886
870	0.1097630878
871	0.1097579268
872	0.1097542634
873	0.1097388215
874	0.1097345921
875	0.1097154209
876	0.1096993481
877	0.1096945429
878	0.1096860199
879	0.1096776922
880	0.1096673021
881	0.1096606296
882	0.1096493253
883	0.1096355734
884	0.1096315572
885	0.1096157318
886	0.109609815
887	0.1096040486
888	0.1095931045
889	0.109569646
890	0.1095592973
891	0.1095520584
892	0.1095478332
893	0.1095438643
894	0.109520831
895	0.1095150335
896	0.1095100583
897	0.1095060434
898	0.1094893506
899	0.1094779693
900	0.1094717247
901	0.1094676983
902	0.1094543622
903	0.1094475889
904	0.1094353038
905	0.1094280673
906	0.1094181346
907	0.1094032326
908	0.1093943444
909	0.1093744098
910	0.1093683506
911	0.1093642774
912	0.1093516953
913	0.1093444582
914	0.109341533
915	0.1093384948
916	0.1093360713
917	0.1093236488
918	0.1093183235
919	0.1093053444
920	0.1092894546
921	0.1092847793
922	0.1092659397
923	0.1092627807
924	0.1092511857
925	0.1092476872
926	0.1092297694
927	0.1092214042
928	0.1092105428
929	0.1091995686
930	0.1091963831
931	0.1091801503
932	0.1091724629
933	0.1091645882
934	0.1091581762
935	0.1091577398
936	0.1091382467
937	0.1091347775
938	0.109130115
939	0.1091157774
940	0.1091106846
941	0.1091106945
942	0.1091106842
943	0.1091106722
944	0.1091106739
945	0.109103554
946	0.1090996953
947	0.1090969702
948	0.1090771652
949	0.10907234
950	0.1090634889
951	0.1090594431
952	0.109045631
953	0.1090329902
954	0.1090169295
955	0.1090026481
956	0.1089915686
957	0.1089806445
958	0.1089734503
959	0.1089734462
960	0.1089676743
961	0.1089563874
962	0.1089516687
963	0.108944154
964	0.1089405668
965	0.1089364752
966	0.1089203749
967	0.1089203704
968	0.1089203324
969	0.1089203118
970	0.1089202396
971	0.1089202281
972	0.1089202083
973	0.1089201711
974	0.1089201769
975	0.108920153
976	0.1089201551
977	0.1089201348
978	0.1089201027
979	0.1089076221
980	0.1089074752
981	0.1089073993
982	0.1089074208
983	0.1089072735
984	0.1089072059
985	0.1089071684
986	0.1089016666
987	0.1088982193
988	0.1088928726
989	0.1088882039
990	0.1088740835
991	0.1088706819
992	0.1088627004
993	0.1088594857
994	0.1088565093
995	0.1088370889
996	0.1088300329
997	0.108820332
998	0.1088080715
999	0.108804406
